Subject Type: In Vivo
Species: Rat
Strain: Sprague-Dawley
Sex: Female
Organ: Thymus
Test Article: Perfluoro-3-methoxypropanoic acid
CASRN: 377-73-1
DSSTOX: DTXSID70191136
Study Duration: 28d
Article Type: Chemical
Article Route: Oral
Article Vehicle: Feed
Administration Means: Dietary
Platform: BioSpyder S1500+ Rat
Provider: BioSpyder

	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101
COASY_8346	2.7393274	3.9970977	3.7738855	3.8629572	3.5072508	3.5469172	3.5579097	3.3417356	3.819283	5.2640758	4.284218	3.558089	4.4698462	3.9969988	3.7938466	3.6992087	3.8582993	3.5291152	3.6726062	4.49874	4.3091593	3.900826	2.378479	3.9573452	4.2055593	3.4195497	3.4617538	3.8529184	2.5146248	3.3869317	4.734297	3.078112	5.468087	4.0058484	5.070855	3.8150077	3.8379483	3.9880207	5.1535583	4.0089135	3.9995503	3.6698112	3.3929882	5.1607785	5.275029	3.8695798	5.0363235	4.8130264	4.771068	4.2674985
COG2_8347	2.633305	2.5334914	1.2682979	2.4638057	2.5326867	0.7037096	2.7544117	2.8731194	2.1543367	3.3725247	2.6510267	2.1993887	2.9283342	2.9640415	2.818901	1.3776911	3.1236851	1.7046524	3.5870197	3.8491642	2.2524018	2.926336	2.722432	2.708565	1.8420557	3.6599355	1.6364478	2.8026946	2.3337076	1.8167635	2.500217	1.8903701	3.8277605	3.8559105	2.7926984	3.6480381	2.2630389	0.6732921	3.2954373	1.9545798	2.3688471	2.2954214	2.2190056	3.3021104	4.232103	2.406025	3.5367124	2.898176	2.790463	2.320273
COG4_8348	4.1725492	4.5330906	4.3400793	4.1518846	4.8136992	3.7627468	4.400347	4.4652076	3.8881643	4.251379	3.6114588	4.3505945	4.076349	4.509051	4.8584857	4.4969764	4.3877273	4.3095546	4.328861	4.873493	4.924341	4.7373385	3.8612561	4.9101443	4.74696	4.3505087	4.2819724	4.549382	4.5788755	4.0123363	3.3667293	3.792823	4.326669	4.584598	4.050003	4.2241154	3.2555058	4.041103	4.5474677	4.2460423	4.072798	4.44942	4.3744073	3.8714757	5.1064463	4.664901	3.2983289	3.5817387	4.229246	4.6744723
COIL_32558	1.7508905	2.67546	2.6242175	2.079366	3.5072508	3.0949533	2.7544117	2.8731194	2.9824512	4.4408803	3.4465394	2.5921547	3.1594307	2.9640415	2.965928	1.3776911	2.075549	2.2527306	2.224156	3.2010086	2.2524018	3.7516797	2.378479	3.1065123	1.8420557	2.9004745	2.5223663	3.3170345	2.5146248	2.0543709	4.23684	2.5204928	4.8512716	2.0605931	2.9393022	2.6743705	1.7548914	2.5254831	3.6474645	2.9013145	2.3688471	2.6350496	2.7759268	4.712986	3.0209632	1.9511201	3.6762302	2.6238353	3.0415485	3.340527
COL14A1_8350	2.838089	3.8249414	2.9211068	3.728967	3.289129	3.2930205	4.2450237	3.3417356	4.244014	4.349239	4.3322883	3.8005633	3.6136408	5.3138804	4.0787506	4.0166707	3.792875	4.363337	4.7391253	4.2389555	3.4314036	4.1595645	3.814171	3.418088	4.480778	5.40555	3.825909	3.0826652	4.0435605	3.5511868	5.4235563	3.792823	3.5849047	3.5969973	3.8420541	3.2418315	3.9307425	2.1916406	4.1665387	3.0338767	2.5845628	3.339271	4.094674	4.855708	3.6307955	4.0675616	3.6762302	3.4171433	3.4415095	4.5035496
COL1A2_8353	5.7031646	6.7571535	6.671888	7.0371523	6.232478	6.4657707	6.755586	6.7147317	7.5814304	8.046201	7.3924556	7.0731125	6.607918	8.728434	7.0767565	6.50012	5.8150325	6.77421	7.675601	7.365625	6.8032756	6.7659187	6.5738597	6.0304303	7.671991	8.527307	5.4497967	6.1992064	6.8003016	5.9436774	8.666119	6.013945	6.6008415	6.6107755	6.963162	6.393369	6.5633926	6.2238812	8.041696	6.216043	5.0292826	6.3070545	8.2006	8.200554	6.861669	7.8020177	6.962648	7.2236266	6.859004	7.177854
COL3A1_8354	9.127469	10.003654	9.777627	10.426278	9.6687155	9.164238	10.159077	9.864801	10.677515	11.004346	9.641063	10.084862	10.202923	12.19066	10.092601	9.576474	8.905084	10.138254	11.478618	10.512381	9.770945	10.004514	9.737376	9.621878	10.826914	12.552032	8.705723	9.521069	10.261438	9.1369295	11.569191	8.949553	9.438729	9.821614	10.70314	9.652298	9.754225	9.484689	11.054949	9.49762	8.2802925	9.342604	11.831135	11.104976	10.0225	10.838745	9.941296	10.516642	10.0699625	9.909753
COL4A2_8356	4.5959506	5.762496	4.978351	5.1107235	5.296159	4.356799	4.7857313	4.5967607	5.5623026	5.238763	5.0877657	4.5407495	5.0035057	5.7383256	5.8712115	4.93417	5.35285	5.028262	5.150573	5.3916326	5.505386	5.3949842	4.4284616	5.262012	5.241809	4.9423695	4.320553	4.1846848	4.838621	5.2559834	5.2282553	4.268606	5.5151124	4.884803	5.4590063	5.984041	4.994359	3.9880207	4.8141646	5.12074	4.7896147	5.325161	5.3392024	5.962623	4.9491515	4.99175	5.2745504	5.6822276	5.9113364	5.8736057
COL5A2_32669	1.7508905	3.403189	2.2499688	1.8403511	2.5326867	2.433176	2.4089377	2.5657415	3.2147365	2.941768	2.310589	0.7812081	1.8658886	1.239162	2.818901	2.3208613	1.8367474	2.2527306	2.9279482	2.635904	1.7043641	3.397241	1.5193479	2.365282	0.7192284	2.4664195	2.0577936	1.3186675	0.0	1.1772481	3.2538571	1.8903701	2.779556	1.756461	1.6886134	1.3437897	2.3991756	1.4772232	1.601666	2.7553277	2.1151083	1.8503922	2.2190056	3.3021104	0.0	1.6553793	3.012605	3.12859	1.8601493	3.49454
COL5A3_32780	2.2585368	3.13476	1.7432796	2.2843535	2.5326867	2.2546313	3.0329328	1.6363695	1.6187009	3.7038028	1.5755196	2.4090967	2.1064	3.8685026	2.6551723	1.7645935	0.71634084	1.7046524	3.3989213	3.0791085	2.2524018	2.6169958	2.0930786	1.9139352	2.6253664	5.1924686	1.3683467	2.8026946	1.8851818	1.5321549	4.734297	1.8903701	3.7512624	3.0243285	2.2344337	2.0272756	2.8429837	2.368197	3.0809016	3.0338767	2.1151083	2.6350496	2.429447	4.512102	3.3578646	2.406025	3.7412355	3.017978	3.0415485	3.49454
COL6A1_33258	6.8097506	7.2693205	7.4836135	7.623178	6.6311464	6.55529	7.0496345	6.90445	7.6915183	7.7109847	7.0484147	6.892942	6.8991795	9.720928	7.571811	7.0276875	6.768523	7.093499	8.133578	7.960672	7.400094	7.234963	7.293355	6.7677326	7.7476945	9.48686	6.3975506	6.792272	7.1196384	6.54049	8.377095	6.7898045	7.3557286	7.0768065	7.7544546	7.6672506	6.8573647	6.4169836	7.57688	7.3467503	6.0070224	7.224397	7.7643332	8.400093	7.0822883	7.538423	7.824369	8.215663	7.7374773	8.298453
COL6A2_32304	2.5188687	1.7633501	0.55541444	2.6233854	2.5326867	1.8134216	0.0	0.7680291	2.8505895	3.0621002	0.73130727	1.6579639	2.1064	5.2116456	2.818901	1.7645935	1.5504222	2.0045633	3.0608685	2.94595	2.6486163	3.0592349	1.9259697	1.9139352	1.1969863	3.6599355	1.0387852	1.6966769	2.3337076	1.8167635	3.9043026	2.826077	2.9259446	2.3116403	2.7926984	2.9858232	2.3991756	1.4772232	3.2954373	2.2000766	1.8070123	2.4752064	2.9222558	4.173554	2.1885738	3.3669412	2.7848883	2.7675169	2.3061686	2.1452396
COL6A3_33029	4.01259	5.6637216	3.8696868	4.673513	3.289129	4.217482	3.7239976	3.6143644	5.7405205	5.5985146	3.7594447	3.2664616	4.018662	5.7383256	4.4722843	3.8666542	3.4967375	4.1955733	4.3806477	5.973672	4.924341	5.1487684	4.2274976	4.4437838	4.3947434	4.972398	3.3166127	3.0826652	3.557775	3.698638	6.065748	3.5642822	5.4917912	4.0058484	5.16327	4.2241154	4.5438104	3.3944216	5.82328	4.2460423	4.2725635	4.573032	5.3392024	6.661444	5.7649565	4.8908095	5.2745504	5.1379385	4.662871	4.6744723
COLEC12_32794	3.9254274	4.8942485	2.6242175	3.9255574	3.4023082	2.8652997	4.007905	3.9125383	5.2321763	4.5270467	4.23449	3.7241788	4.286472	5.1016097	4.56748	4.086208	3.3222358	3.9364204	4.161317	4.634764	3.7866135	4.2175975	2.9999647	3.3215177	3.8651593	5.6293683	2.9734697	3.925656	4.101311	3.698638	5.0368395	3.4792807	4.655291	3.6885626	4.1736536	4.0340147	3.738773	2.368197	4.628827	3.2672496	2.3688471	2.778936	5.3392024	5.864739	4.1184688	4.925247	5.2071195	4.877806	4.1243553	5.72589
COLQ_8358	3.783936	3.8846388	2.5099256	2.2843535	2.8840072	2.0508277	3.370183	2.8731194	3.746947	4.4846067	3.4465394	3.7241788	3.0485048	2.6876104	3.3340492	3.1687396	3.3222358	3.5291152	2.6185498	3.5149162	4.0053115	3.9699893	2.9132533	4.138334	3.8651593	3.5841718	3.2381716	1.6966769	3.8549902	2.0543709	4.23684	3.9900625	4.326669	3.5969973	3.1941996	1.3437897	3.1043415	3.1261802	3.8645566	4.0089135	3.4589956	3.8759181	2.7759268	4.595841	4.1764045	3.4638333	4.129047	3.986057	2.6463711	3.0734644
COMT_32835	9.039405	9.258064	9.220236	8.767833	9.688377	8.567841	9.145773	8.805318	9.544103	9.711573	8.826097	8.811815	9.060567	9.59967	9.903712	8.762214	10.260421	8.815836	9.047362	9.996863	9.71129	9.700596	9.068022	9.735166	8.982313	8.975745	8.586125	9.214949	9.000523	8.574885	9.499289	9.43612	9.884921	8.867964	9.875447	9.7104025	8.414057	8.871721	9.764735	9.120996	9.190169	9.396594	9.23887	9.648919	9.491506	8.784784	9.718283	9.544063	9.511032	9.622859
COPA_8359	8.578731	8.660114	8.62566	8.180251	8.68594	8.384586	8.713796	8.539753	9.192336	9.782264	8.783505	8.627514	8.586892	8.74911	8.936762	8.523016	8.847846	8.774252	8.996405	9.269573	8.705224	8.928757	8.542734	8.800942	8.806047	8.653144	8.477214	8.757787	8.625697	8.687315	9.503924	8.62786	9.794894	8.937273	9.215936	8.786878	8.455641	8.45649	9.5320835	8.88029	8.667815	8.962152	8.83679	9.907358	9.789441	8.700306	9.271172	8.941245	9.264936	9.10907
COPB2_8360	7.416625	8.3544655	7.8376374	7.545582	8.045795	7.898715	8.1056795	8.004899	9.090055	10.198807	8.170736	7.878073	8.122657	8.431436	8.524189	7.822676	8.344637	8.11589	8.036025	9.635298	8.274774	8.841479	7.463212	8.433211	8.082969	8.338466	7.7835574	7.9903502	7.6070905	7.849148	9.378293	8.023612	10.213689	7.880788	9.145937	8.287619	7.647464	7.5616903	9.572488	8.232786	8.036612	8.768843	8.221954	9.973426	9.78828	8.153846	7.751295	8.199915	8.303765	8.209478
COPS7A_8361	5.4612355	5.361552	6.008871	5.35773	5.888391	5.471819	5.7783504	5.669845	6.2394633	6.511398	5.8019824	4.8230176	6.1107554	6.0511427	5.6714077	5.43832	6.029032	5.505793	6.1149116	6.024096	5.93631	6.082176	5.2428174	5.067302	5.4481044	5.4489126	5.56675	5.9075413	6.036852	5.7028995	5.943691	5.4697833	6.7654724	5.779176	5.9831553	5.7770514	5.5274825	5.472932	6.253472	5.57699	5.7183475	6.103404	5.439836	6.7279105	5.7459497	5.918505	5.832192	5.488414	6.032235	5.645944
CORO1A_8364	11.13649	10.921124	10.982991	10.65132	11.298458	10.856224	11.219272	11.174657	11.360341	12.072084	11.14127	11.291546	10.919671	11.0883255	11.2397175	11.143962	11.112176	11.295089	11.153471	11.646732	10.940643	11.235205	10.867702	11.171394	11.150633	11.156782	11.181447	10.975775	11.121265	10.886592	11.818381	11.338281	12.164739	11.141067	11.419734	11.103672	11.0975275	10.897119	11.679761	11.131127	11.056835	11.158892	10.865284	11.994455	12.302842	11.338553	12.112288	11.355556	11.299012	11.507071
COX8B_32651	4.094785	2.9233112	2.2499688	3.230842	3.9410546	1.8134216	2.1992354	2.1746328	3.5903919	2.3248434	5.8189526	3.37036	3.448698	6.7060695	3.4384794	3.7853594	3.792875	2.959494	3.829905	3.4176767	4.134625	3.0592349	3.493952	4.080491	5.216954	2.081803	3.0672047	2.4549835	2.5146248	2.8693285	2.9975739	3.5642822	1.6780286	5.165404	2.7926984	2.4891615	6.12671	2.7964063	3.4821615	3.4680758	2.5845628	4.056227	3.5810106	2.3479152	2.397873	5.5057187	3.920332	4.909137	3.1524036	5.471393
CP_8366	5.536697	6.3332257	5.0819936	5.1107235	5.9824066	6.09317	4.928718	5.500972	5.7405205	5.657013	6.823039	5.2344646	4.4698462	5.7746353	5.8141212	5.9667783	5.7126164	6.0394115	5.7712693	6.2944293	5.9184604	5.9342685	5.2604885	5.8517814	5.854856	5.7382393	5.550612	5.1136594	5.8971043	5.85213	5.8497176	5.306666	4.476753	6.0096955	5.332037	5.7566743	4.994359	5.265534	5.890807	5.391748	5.785254	5.542403	6.077546	6.154348	6.7985034	6.252705	5.691249	5.7356343	4.9958377	7.2925644
CPA3_8367	5.314583	5.3189096	4.1239705	6.232717	4.7721844	5.4303536	6.549713	4.964699	6.2912483	4.7935886	7.0839486	6.1436634	4.8130355	8.755938	5.488894	5.8315797	4.342717	5.900797	6.1894	5.285391	6.4526834	4.8145823	5.8907313	5.067302	6.697133	6.198244	5.283992	5.4704175	5.2237673	4.9075327	5.8690085	4.318398	2.9259446	6.998456	5.409551	5.2737103	5.9605865	5.433769	4.4161205	3.9429977	3.6625233	4.44942	5.439836	4.712986	3.9951131	6.7424054	3.8034377	4.520198	4.5859513	6.639745
CPNE3_8370	3.0173852	3.319142	3.3106635	2.079366	2.7190146	1.5291022	3.8003814	3.0052953	3.9539063	4.146395	2.4908266	1.6579639	2.4927802	3.1959274	2.470455	3.5097454	3.1236851	2.464409	3.294797	3.5149162	2.812212	3.29313	2.6166377	3.7503493	3.1302085	3.5841718	2.9734697	1.3186675	3.47281	2.8693285	3.977225	3.4792807	4.098675	2.7115524	3.9839618	2.9858232	2.8429837	2.667295	3.0809016	2.592888	1.8070123	3.6698112	2.429447	3.6543012	4.1764045	3.3669412	3.1142647	2.4642453	3.4415095	3.8200786
CPQ_33239	4.415806	5.361552	3.8696868	3.9255574	3.782823	3.7627468	4.540562	3.8435712	5.4754305	5.076784	4.5511994	4.0080886	3.830318	5.2116456	4.012624	4.27672	3.5766625	3.7869995	4.4306397	5.170699	3.214507	5.087839	3.6629279	3.5085979	4.154116	4.911703	3.5291924	3.421333	3.557775	3.2972136	5.749194	3.2925956	3.5849047	4.0753517	4.8661127	3.8150077	4.017927	3.753697	4.705842	4.190313	3.7544434	3.4292722	4.1551285	5.4579306	4.8458242	4.3969283	4.900625	5.3807793	4.771068	5.4146256
CPS1_32421	4.281859	6.06304	4.437094	4.559706	4.6853886	4.6005926	4.7476554	4.5104046	5.899124	5.950003	3.6114588	4.0080886	3.830318	4.509051	5.0683413	4.27672	4.4737425	3.3274024	3.5870197	6.748839	3.7056699	5.2072287	4.6322293	5.067302	3.232955	3.8004797	3.2381716	3.9949021	4.5788755	3.6267955	6.4328136	4.318398	5.560653	4.433978	6.016572	3.733937	4.2517242	4.280655	4.588721	3.5588937	5.3570843	4.890729	3.8238113	5.2921023	5.5625815	2.7513552	5.359819	6.2332473	5.5756307	5.017188
CPSF4_8372	7.9731927	8.168842	8.143406	7.669638	8.304283	8.060343	8.0905485	8.126007	8.334018	9.019516	8.303269	8.067745	8.149782	8.373426	8.06326	8.052869	8.075628	8.010278	8.317537	8.567982	8.04319	8.143003	7.801722	8.398125	7.8278537	8.137789	8.053539	8.184404	8.155913	8.204169	8.578016	8.232823	9.275907	8.331465	8.451559	8.353555	7.995066	8.053355	8.767515	8.239666	8.18026	8.148472	8.134573	8.97779	8.867803	7.9804654	8.269379	8.101634	8.288675	8.319221
CPT1B_8373	3.1768417	3.319142	3.089744	2.2843535	2.8840072	2.433176	2.4089377	2.1746328	2.7054522	4.3957872	3.260305	1.2851884	3.2624335	3.1959274	2.6551723	3.2915843	2.619196	1.7046524	1.679615	3.5149162	1.7043641	2.926336	2.0930786	3.3215177	3.6591737	2.081803	2.2298152	0.80502665	1.8851818	2.7390974	3.827497	2.3394096	4.035565	2.3116403	3.4107516	2.2766244	4.1395564	1.9904245	3.7957594	2.592888	2.9381824	3.2432795	2.7759268	4.5545793	4.5713553	3.1511369	1.123247	2.2847803	2.100327	2.972199
CPT2_8374	4.4474354	5.382409	4.373148	3.9255574	4.388443	4.1678843	4.1892967	4.041306	5.497644	5.516633	3.6114588	4.5407495	4.286472	5.2116456	4.3165636	3.7853594	4.5149	4.6496944	4.778266	5.6273437	4.924341	4.99133	4.5768867	4.532744	4.6388354	4.481569	4.39475	4.454241	4.65798	4.269858	5.198065	4.5444393	5.3170495	4.923011	5.0057836	4.2241154	4.8592296	3.9329104	5.233767	4.929758	4.1425056	5.6016717	4.3226323	5.365517	5.401874	4.580988	5.1839237	5.05633	5.0541124	5.293916
CRAT_8375	6.243268	6.2897253	6.070653	6.062095	6.3358316	5.953793	6.373401	5.6497855	6.588943	7.2610073	6.1758323	5.9890375	6.363371	5.959483	5.9790316	6.338533	6.240106	6.180923	6.603125	6.8914742	6.3093743	6.590347	5.968051	6.539901	6.2595973	6.106444	5.882578	6.3389244	6.7196255	5.279601	6.660219	6.3614016	7.26922	6.208406	6.84722	6.457901	5.9495406	5.9462676	6.701874	6.53967	5.3570843	6.625334	6.0459647	6.990223	6.8879156	6.2390814	5.739776	5.8530607	6.1437807	5.741361
CREB1_8377	8.237986	8.653694	8.566133	8.144511	8.857027	8.27466	8.5156355	8.469966	9.0661	9.917027	8.407919	8.492993	8.4840765	8.585011	8.61334	8.23229	8.960136	8.516829	8.75289	9.2954645	8.402253	8.716234	8.288749	8.622442	8.388611	8.601238	8.14774	8.667884	8.209416	8.476131	9.925008	8.096772	10.145275	8.578872	9.144048	8.558738	8.263862	8.520972	9.674209	8.593906	8.598194	8.738356	8.577151	10.048724	9.875031	8.542878	10.058322	9.381843	9.463445	8.738921
CREG1_8380	8.235723	8.567527	7.9623957	7.833684	8.452913	8.214862	8.388402	8.31619	9.097346	8.359717	8.654733	8.262614	8.305638	8.462374	8.638223	8.425774	8.386819	8.264627	8.343867	8.886881	8.257129	8.78262	8.179206	8.461812	8.044638	8.454709	8.131557	8.387968	8.189585	8.299671	8.566246	8.404017	8.157453	8.376906	8.392328	8.652712	8.14058	8.180048	8.623592	8.438137	8.420184	8.565549	8.267165	8.503996	8.774753	8.41543	7.897488	8.285971	8.348112	8.966601
CRELD2_8381	6.0813327	6.8868904	6.3368263	6.1301274	6.9617486	6.079823	6.706806	6.946168	7.0079875	7.4214745	6.709324	6.4227576	6.5882235	8.309897	6.509168	7.760224	6.391428	6.477688	6.718299	7.125022	6.6494646	6.8960104	5.856282	6.613126	6.882405	8.381064	6.245444	6.6915817	6.109013	5.649516	7.3847823	6.1712613	7.4794483	6.526427	7.1251154	6.8432894	6.6681814	6.2238812	7.0655413	6.2841773	6.5073204	6.5063095	6.790143	8.233609	6.930626	6.4897537	7.53461	6.972443	7.085453	7.793284
CRIP1_32865	12.19019	12.274947	11.891957	12.26113	11.990922	12.249574	12.041999	12.058107	11.841872	11.800358	12.334636	12.051505	12.066453	12.264132	12.121084	12.190775	11.897106	12.268395	12.100802	11.933412	12.045782	11.881986	11.910802	12.043255	12.174117	12.383127	12.138415	12.084427	11.901291	12.045155	12.02544	12.000167	11.6763935	12.256784	12.093699	12.00716	12.334481	12.2990265	11.907747	12.188835	11.997464	11.979306	12.1849375	12.039782	11.60917	12.191043	12.394088	12.346903	12.0011425	12.637885
CRISPLD2_32789	3.3204148	2.5334914	3.1672041	2.2843535	1.3760093	2.735129	1.65783	2.5657415	4.8386045	4.3957872	3.3564253	2.4090967	2.1064	4.11498	1.7097727	2.0693734	3.4121234	2.648966	3.9717271	3.2010086	2.6486163	3.900826	3.2326248	3.5085979	2.4657419	3.4195497	2.0577936	2.6392894	3.2862132	2.7390974	4.4567847	2.826077	3.9004054	2.7115524	3.5990007	2.9858232	2.8429837	3.2212443	4.5474677	3.0338767	3.4589956	2.089999	3.6665654	4.376609	4.655244	3.7970502	4.750825	4.2535	3.1524036	4.224109
CRK_8382	5.6084065	5.6806607	5.639158	5.6449656	5.8489995	5.58951	5.4151964	5.8029547	5.8481693	6.3552737	5.9167833	5.700951	6.242585	6.036265	5.649817	5.3841295	5.941174	5.5984125	5.3714237	5.9906764	5.529104	5.4922323	4.9695873	6.090274	5.337154	6.2234344	5.432287	5.5871315	5.991757	5.279601	6.545008	5.802785	6.736001	6.112469	6.0652895	5.4866467	5.6553574	5.3521028	6.376355	5.5102806	5.806884	5.833614	5.487637	6.791449	6.384711	5.6771717	6.5649905	5.961644	5.744405	6.1301847
CRKL_8383	5.072369	4.5330906	5.140784	4.778995	5.513296	5.127184	5.206471	5.028232	5.2321763	5.5784755	4.810744	5.119886	5.1450257	4.818251	5.0017242	4.732071	4.903782	5.061181	4.816373	5.3657966	4.4648395	4.9576707	4.6048236	5.18176	4.3032503	4.6396294	4.5325933	4.9489336	4.451439	5.279601	5.4748225	5.204445	6.066027	4.584598	5.192805	4.494057	5.0156994	4.8848896	5.3582697	4.963396	4.9144197	4.8586926	5.1140614	5.759727	5.076329	4.5371275	5.2299485	4.520198	5.2906294	4.76808
CROT_8384	7.1205454	7.340331	6.6916847	6.7302947	7.159861	6.919808	7.2192187	7.3396153	7.4279523	7.967488	7.6932397	6.8841925	7.331077	7.1956	7.258926	6.7129245	7.505301	7.381084	7.5846877	7.7421165	7.279424	7.467991	6.843776	7.304732	7.1617494	7.269232	6.803772	7.144347	7.2969317	7.146204	7.5905285	7.1543784	8.261092	7.555533	7.9003296	7.2009115	6.759561	7.1672163	7.7136965	7.261433	7.3078623	7.5241127	7.090237	7.659175	7.5339737	7.538423	6.635082	6.8241835	7.1995754	7.2060046
CRP_8385	3.6812594	5.2524858	3.6170843	3.8629572	2.8840072	5.6983204	1.2850729	1.2665668	4.7672553	2.941768	2.6510267	1.2851884	2.653025	2.6876104	2.010108	2.7213345	2.2803793	0.80996424	2.9279482	2.7992399	2.4640684	2.4332752	4.6048236	3.418088	3.7997117	3.0203052	1.3683467	0.0	1.5947855	1.5321549	2.0374303	2.3394096	1.6780286	3.1584895	1.9871837	2.0272756	3.3255353	4.795032	4.3695393	0.0	1.8070123	3.2432795	1.9725381	2.690307	5.975417	1.6553793	3.3822434	4.3015156	4.8054028	3.0734644
CRY1_8386	3.0173852	3.6975822	2.8287694	2.7670586	3.289129	3.1973834	3.0329328	2.8731194	4.393657	4.033168	3.1573207	2.1993887	2.9283342	3.6513636	3.2214658	1.7645935	2.619196	2.464409	3.0608685	3.3134062	2.4640684	3.1809173	2.6166377	3.7503493	3.4187996	2.2868905	2.6490371	2.9494607	3.2862132	2.988771	4.1128645	3.1893358	4.4284396	2.7115524	2.9393022	2.6743705	2.5235665	2.667295	3.1921537	3.5588937	3.5643456	2.778936	2.9222558	4.278651	3.1422179	2.7513552	2.1811347	2.7675169	3.5262954	2.972199
CRYL1_8388	3.5707114	4.3755646	3.7234886	4.0431547	4.593035	4.562715	4.1313305	4.1595163	4.440277	4.861499	4.9091144	3.7241788	3.5335252	4.4652896	4.612822	3.7853594	4.668707	4.8513603	4.478957	5.1097426	4.3091593	4.99133	4.035586	3.5937629	4.6757846	3.4195497	3.825909	3.5185971	3.7862277	3.698638	4.4567847	3.9272652	5.3170495	4.676929	4.1131525	4.0340147	4.100142	3.549021	4.461245	4.823866	3.840856	5.437867	3.8964417	5.1607785	5.449646	4.241624	4.900625	5.05633	4.9037604	5.017188
CSF1R_33318	5.62233	5.611677	5.354565	5.1893644	5.4088087	5.531864	5.815635	5.545079	7.3689256	6.5835495	5.9167833	5.4394765	5.5833807	7.098678	6.063108	5.9850984	6.0710325	5.642584	6.0524216	7.1705027	5.953941	6.622924	5.441798	5.5868263	5.6472826	6.7508864	5.378447	5.316626	5.6291203	5.6312737	6.693062	5.331128	6.414975	5.4270496	7.0301404	6.0525093	5.4354672	5.4921217	6.456542	5.1791673	5.3274593	5.4160194	5.7453027	7.308329	5.5625815	6.2253275	6.5100927	5.8530607	6.046659	7.5068684
CSGALNACT2_8391	4.5674458	5.2524858	4.498326	4.6365657	5.1087494	4.0079575	4.8589954	4.215177	5.2321763	5.7132316	4.3322883	4.071121	4.4698462	4.6328926	5.0683413	4.54716	4.038456	4.7740426	4.8896933	5.490584	4.3091593	3.9699893	4.153767	5.3625107	4.154116	5.113823	4.717426	4.454241	4.61897	4.5671864	5.9068327	3.8616097	5.8260627	4.676929	5.133118	4.2241154	4.572895	4.280655	5.30975	4.585458	5.23475	4.5329933	4.1551285	6.024374	5.4729514	4.346995	6.2446265	4.9698277	5.407	6.0075912
CSK_8392	5.690003	6.174865	5.769067	5.548814	6.0360093	6.0111694	5.9558268	5.873843	6.459125	7.7562857	5.9324627	6.0989904	5.5224233	6.1373253	5.8712115	6.1885095	6.0847654	5.95435	6.0524216	6.873252	5.642176	6.3126607	5.8907313	6.161748	6.050424	5.9492354	6.130716	6.1844606	5.813188	5.6312737	7.128818	6.1576476	7.729218	6.208406	6.0492325	6.3119164	5.7602262	5.4534836	6.8364053	6.361906	5.9302654	6.1570745	5.9806495	7.9005823	7.376052	6.139932	6.423619	5.820474	6.247318	6.36802
CSNK1A1_8393	9.112749	9.222358	9.128801	8.803688	9.23673	8.901391	9.249889	9.110638	9.4688	9.889844	9.204198	8.950285	9.004091	9.231295	9.213724	9.01269	9.353804	9.215525	9.241919	9.7282095	9.185564	9.380054	8.851917	9.305781	9.170446	8.968314	9.014512	9.062006	9.054515	9.063999	9.878174	9.146763	9.963315	9.21645	9.622249	9.131585	8.919092	8.936195	9.668207	9.312619	9.202461	9.147586	9.024708	9.945766	9.987528	9.053514	9.480793	9.408123	9.479483	9.290913
CSNK1E_8394	5.131982	3.9970977	4.5279937	3.5012972	4.5445423	4.8723817	4.400347	4.1595163	5.0029163	5.6947346	4.4238753	4.448803	3.9585717	4.746939	4.781154	3.6992087	4.8076844	3.7869995	4.478957	3.7725787	4.19518	4.273386	4.6322293	4.397158	5.02984	4.1548967	4.658407	4.802111	4.8042574	4.713091	5.198065	4.318398	6.066027	4.631502	5.16327	4.5424743	4.287256	4.041103	5.0686264	4.823866	4.832427	4.2661777	4.3226323	6.154348	5.377382	3.3669412	5.3389697	4.043659	4.8717136	4.3505483
